date, Madrid,Delhi,Beijing,Hong Kong,Los-Angeles,New-York,Paris,Seoul,California,Wuhan
2018/11/18,52,249,44,67,65,59,70,127,42,42
2018/11/19,52,261,83,77,44,35,50,114,69,69
2018/11/20,41,305,116,77,77,28,68,137,63,63
2018/11/21,40,360,188,101,122,24,94,170,35,35
2018/11/22,40,310,205,60,49,20,105,138,43,43
2018/11/23,51,366,130,68,44,32,79,26,41,41
2018/11/24,49,374,67,66,43,39,53,85,51,51
2018/11/25,54,367,52,58,40,46,46,154,55,55
2018/11/26,65,277,82,72,57,18,54,141,36,36
2018/11/27,34,310,156,111,69,26,66,67,41,41
2018/11/28,50,327,91,91,91,31,42,96,57,57
2018/11/29,72,310,48,81,74,46,43,91,49,49
2018/11/30,87,329,119,84,72,30,58,122,38,38
2018/12/1,67,391,176,109,75,27,59,144,24,24
2018/12/2,58,187,236,103,32,17,73,80,27,27
2018/12/3,68,220,272,74,50,37,73,91,27,27
2018/12/4,80,249,100,81,57,46,69,121,49,49
2018/12/5,61,261,35,86,54,24,90,80,61,61
2018/12/6,63,305,110,80,30,57,75,71,88,88
2018/12/7,84,107,94,60,31,44,70,43,89,89
2018/12/8,60,165,122,84,40,32,84,51,64,64
2018/12/9,82,200,111,68,24,24,117,69,55,55
2018/12/10,79,204,75,84,33,25,102,128,46,46
2018/12/11,63,140,90,69,34,33,107,140,46,46
2018/12/12,64,96,151,101,19,35,72,158,43,43
2018/12/13,83,100,157,91,37,33,70,90,38,38
2018/12/14,83,116,170,87,31,19,89,85,28,28
2018/12/15,43,153,295,46,31,27,86,88,39,39
2018/12/16,61,186,118,73,24,30,54,92,24,24
2018/12/17,55,211,146,66,29,41,53,96,22,22
2018/12/18,48,366,139,94,34,41,61,92,19,19
2018/12/19,56,374,201,86,36,37,54,76,36,36
2018/12/20,67,367,198,94,46,34,33,53,43,43
2018/12/21,62,277,233,90,58,31,39,74,43,43
2018/12/22,70,310,129,76,63,30,55,40,39,39
2018/12/23,81,327,53,69,48,40,65,40,33,33
2018/12/24,69,310,122,68,39,42,55,45,53,53
2018/12/27,58,329,35,75,44,39,38,74,52,52
2018/12/28,68,391,28,83,59,36,44,92,62,62
2018/12/29,80,187,33,69,41,44,48,94,49,49
2018/12/30,52,220,106,69,41,51,52,91,52,52
2018/12/31,51,249,144,74,54,56,88,73,53,53
2018/7/2,53,214,73,74,52,49,83,132,63,63
2018/7/3,51,241,86,58,66,45,73,143,68,68
2018/7/4,54,227,46,85,85,57,83,145,48,48
2018/7/5,55,187,113,88,108,33,85,100,22,22
2018/7/6,51,217,172,95,103,32,63,114,36,36
2018/7/7,48,240,122,120,28,34,59,129,49,49
2018/7/8,57,241,100,68,38,43,59,148,28,28
2018/7/9,61,155,91,80,37,49,50,163,34,34
2018/7/10,59,142,86,90,18,46,47,98,38,38
2018/7/11,61,154,126,114,39,44,35,52,32,32
2018/7/12,66,199,145,103,53,38,48,86, , 
2018/7/13,64,203,100,102,48,45,42,94,20,20
2018/7/14,67,237,41,73,39,36,53,35,22,22
2018/7/15,72,244,124,56,45,49,83,56,32,32
2018/7/16,65,232,85,73,59,48,108,40,32,32
2018/7/17,56,186,33,126,71,38,110,69,22,22
2018/7/18,62,200,34,103,66,35,107,33,25,25
2018/7/19,77,211,35,78,70,42,111,26,25,25
2018/7/20,66,223,38,70,67,74,81,32,19,19
2018/7/21,64,240,48,105,71,90,68,54,29,29
2018/7/22,55,300,115,50,65,91,60,62,39,39
2018/7/23,51,325,202,49,58,69,56,13,33,33
2018/7/24,56,250,205,54,56,26,54,17,29,29
2018/7/25,64,327,92,55,48,21,60,26,30,30
2018/7/26,60,350,97,48,45,9,64,20,29,29
2018/7/27,59,352,87,52,53,22,71,46,32,32
2018/7/28,64,390,90,52,54,32,73,76,33,33
2018/7/29,63,310,83,45,61,51,52,65,41,41
2018/7/30,57,320,103,40,62,45,41,58,37,37
2018/7/31,52,292,78,50,55,38,50,56,39,39
2018/8/1,52,211,65,63,34,43,62,64,43,43
2018/8/2,56,270,84,34,33,41,65,73,35,35
2018/8/3,61,214,94,29,38,38,78,86,38,38
2018/8/4,69,241,100,35,58,63,75,97,45,45
2018/8/5,67,227,119,32,71,46,63,86,41,41
2018/8/6,70,187,58,43,76,22,47,92,44,44
2018/8/7,68,217,46,57,79,20,51,99,48,48
2018/8/8,87,240,143,39,85,27,58,82,45,45
2018/8/9,73,241,116,42,70,13,56,82,26,26
2018/8/10,61,200,136,39,61,23,61,104,22,22
2018/8/11,53,211,124,56,48,29,73,84,29,29
2018/8/12,66,218,92,47,50,23,67,98,41,41
2018/8/13,71,210,109,54,48,15,67,113,49,49
2018/8/14,67,199,46,55,56,21,67,94,51,51
2018/8/15,49,197,28,59,64,53,84,51,29,29
2018/8/16,50,201,38,50,67,46,93,22,29,29
2018/8/17,58,210,97,47,70,26,46,44,38,38
2018/8/18,57,216,119,43,72,39,40,79,25,25
2018/8/19,46,240,154,44,71,31,41,100,29,29
2018/8/20,52,254,142,43,56,36,39,118,27,27
2018/8/21,54,269,135,51,58,32,52,75,20,20
2018/8/22,53,260,134,43,50,31,57,72,25,25
2018/8/23,54,270,160,47,49,20,69,82,27,27
2018/8/24,59,277,126,45,46,51,54,48,36,36
2018/8/25,63,280,144,55,47,70,51,70,33,33
2018/8/26,58,236,84,59,39,56,56,73,37,37
2018/8/27,58,232,91,60,49,53,67,38,30,30
2018/8/28,61,233,123,67,59,40,47,22,28,28
2018/8/29,74,229,61,54,66,60,45,41,25,25
2018/8/30,73,210,72,42,67,41,41,86,34,34
2018/8/31,66,200,88,31,71,31,36,73,49,49
2018/9/1,64,197,108,42,68,23,42,72,34,34
2018/9/2,60,197,132,37,72,29,34,34,36,36
2018/9/3,61,198,105,44,66,53,29,22,21,21
2018/9/4,71,190,81,40,75,78,34,30,15,15
2018/9/5,70,186,45,55,91,72,57,57,36,36
2018/9/6,72,189,43,45,101,63,40,89,28,28
2018/9/7,68,202,95,54,78,36,53,56,16,16
2018/9/8,55,217,47,54,76,30,58,65,21,21
2018/9/9,58,240,57,45,63,15,46,26,29,29
2018/9/10,55,241,72,90,51,47,50,18,36,36
2018/9/11,50,200,41,106,57,38,59,57,30,30
2018/9/12,54,211,62,104,66,50,53,47,27,27
2018/9/13,59,218,57,79,66,36,45,23,23,23
2018/9/14,64,210,39,122,58,41,33,23,27,27
2018/9/18,56,199,75,147,52,69,48,29,23,23
2018/9/19,62,197,130,114,50,88,43,70,33,33
2018/9/20,60,201,133,80,44,101,70,67,49,49
2018/9/21,57,210,126,69,43,34,69,45,31,31
2018/9/22,56,216,25,53,62,17,59,28,26,26
2018/9/23,56,240,55,66,68,19,61,36,30,30
2018/9/24,53,254,48,70,74,32,59,36,23,23
2018/9/25,47,269,113,70,63,46,65,47,21,21
2018/9/26,43,154,103,53,59,36,64,83,25,25
2018/9/27,58,105,82,63,59,46,64,58,28,28
2018/9/28,54,103,29,62,63,50,80,47,28,28
2018/9/29,55,72,44,75,53,22,59,49,24,24
2018/9/30,57,156,35,86,51,18,49,21,46,46
2018/10/1,60,118,21,74,49,9,60,23,35,35
2018/4/2,27,163,29,99,47,8,84,32,42,42
2018/4/3,27,145,72,92,53,52,53,43,47,47
2018/4/4,41,111,115,62,58,38,64,45,24,24
2018/4/5,22,83,105,119,67,18,64,28,13,13
2018/4/6,28,133,110,66,68,17,68,101,38,38
2018/4/7,35,138,157,53,54,28,52,72,34,34
2018/4/8,42,138,169,73,51,37,55,76,18,18
2018/4/9,23,130,42,75,60,24,65,85,20,20
2018/4/10,19,134,25,43,61,19,77,44,17,17
2018/4/11,19,135,46,52,63,36,62,19,17,17
2018/4/12,20,326,63,56,70,14,59,54,19,19
2018/4/13,21,376,81,82,82,11,58,53,22,22
2018/4/14,22,408,115,91,48,19,43,24,26,26
2018/4/15,27,286,48,68,51,16,42,29,19,19
2018/4/16,30,272,17,65,84,19,37,19,65,65
2018/4/17,23,176,25,37,59,19,47,19,61,61
2018/4/18,34,229,29,55,59,27,55,27,21,21
2018/4/19,41,200,68,64,80,11,61,36,10,10
2018/4/20,40,202,92,78,105,18,85,44,73,73
2018/4/21,55,225,144,82,57,29,80,128,47,47
2018/4/22,67,285,131,116,50,20,55,103,32,32
2018/4/23,65,383,27,102,53,28,56,84,46,46
2018/4/24,64,299,20,88,58,31,55,28,55,55
2018/4/25,57,167,223,78,68,25,57,18,60,60
2018/4/26,63,206,252,101,62,38,53,87,48,48
2018/4/27,60,334,54,90,31,31,44,87,42,42
2018/4/28,57,301,73,80,33,40,49,61,22,22
2018/4/29,35,279,127,60,50,22,58,103,61,61
2018/4/30,26,306,60,73,60,24,59,79,40,40
2018/5/1,27,311,54,96,41,30,65,94,54,54
2018/5/2,27,257,108,101,23,37,75,64,62,62
2018/5/3,35,118,158,98,40,40,58,59,69,69
2018/5/4,33,184,109,72,32,55,53,51,84,84
2018/5/5,34,161,119,90,51,63,88,88,65,65
2018/5/6,44,204,125,71,66,56,68,89,39,39
2018/5/7,38,197,124,61,73,15,66,111,12,12
2018/5/8,41,168,132,58,84,31,57,122,15,15
2018/5/9,36,217,108,69,94,23,57,140,39,39
2018/5/10,43,155,168,66,82,26,68,160,49,49
2018/5/11,33,183,171,76,69,32,76,120,60,60
2018/5/12,29,158,169,104,67,29,103,82,61,61
2018/5/13,46,148,177,90,56,27,88,32,55,55
2018/5/14,29,119,183,88,47,29,76,22,71,71
2018/5/15,26,116,123,85,47,58,74,97,53,53
2018/5/16,17,119,46,87,52,31,60,115,42,42
2018/5/17,35,100,59,58,52,28,55,135,32,32
2018/5/18,32,94,71,74,56,38,48,123,53,53
2018/5/19,32,80,97,77,58,30,42,119,51,51
2018/5/20,31,100,168,97,64,43,55,168,23,23
2018/5/21,26,131,127,111,66,28,42,157,43,43
2018/5/22,28,172,161,116,64,28,58,126,31,31
2018/5/23,30,115,202,102,71,47,38,54,30,30
2018/5/24,32,162,89,89,73,53,48,78,58,58
2018/5/25,36,149,122,61,70,62,60,85,64,64
2018/5/26,32,182,68,59,49,56,54,42,37,37
2018/5/27,26,162,72,83,35,25,63,81,35,35
2018/5/28,26,160,148,71,36,33,92,33,73,73
2018/5/29,23,119,166,73,49,36,79,37,74,74
2018/5/30,22,162,140,47,44,34,73,102,40,40
2018/5/31,29,140,161,40,39,37,67,143,21,21
2018/6/1,35,101,110,52,40,24,59,81,15,15
2018/6/2,33,132,140,67,54,28,44,69,19,19
2018/6/3,26,167,170,70,58,26,56,160,18,18
2018/6/4,24,242,156,78,51,17,59,158,32,32
2018/6/5,21,161,188,67,51,28,43,92,43,43
2018/6/6,19,241,124,57,52,52,57,43,42,42
2018/6/7,19,227,185,49,43,30,88,25,81,81
2018/6/8,20,184,155,48,40,42,89,21,82,82
2018/6/9,29,170,178,49,24,29,64,21,74,74
2018/6/10,24,220,111,49,34,21,67,44,63,63
2018/6/11,21,180,73,53,54,29,71,98,55,55
2018/6/12,20,129,106,51,64,29,88,54,48,48
2018/6/13,18,154,112,46,71,39,64,103,53,53
2018/6/14,19,121,146,54,39,35,79,132,49,49
2018/6/15,28,147,130,47,45,37,105,145,45,45
2018/6/16,31,98,163,55,57,52,88,113,47,47
2018/6/17,30,156,159,48,59,61,74,102,41,41
2018/6/18,25,165,156,39,66,32,69,107,47,47
2018/6/19,29,150,187,43,76,20,61,100,49,49
2018/6/20,29,145,158,50,65,54,61,99,53,53
2018/6/21,48,200,121,91,63,33,64,91,52,52
2018/6/22,50,107,68,64,59,38,64,95,40,40
2018/6/23,50,104,106,53,66,51,56,85,49,49
2018/6/24,47,122,115,46,66,43,48,103,20,20
2018/6/25,65,164,120,52,60,13,57,115,22,22
2018/6/26,69,91,149,65,66,21,55,125,26,26
2018/6/27,78,157,152,71,69,24,66,122,39,39
2018/6/28,74,148,114,63,71,21,107,95,45,45
2018/6/29,64,166,117,36,82,21,94,97,28,28
2018/6/30,62,140,149,41,67,43,50,22,33,33
2018/7/1,59,161,100,40,49,49,66,23,62,62
2018/2/14,53,110,66,46,34,32,105,38,54,54
2018/2/15,30,140,65,55,42,23,119,82,50,50
2018/2/16,59,170,113,83,59,24,97,90,49,49
2018/2/17,51,156,146,105,80,38,64,32,52,52
2018/2/18,72,188,161,90,79,27,43,51,56,56
2018/2/19,25,124,112,47,87,16,59,127,48,48
2018/2/20,22,185,92,85,62,42,54,118,60,60
2018/2/21,17,155,157,63,53,52,50,108,59,59
2018/2/22,22,178,153,51,58,63,42,116,54,54
2018/2/23,29,111,118,65,51,26,42,101,39,39
2018/2/24,41,73,150,62,66,26,48,103,35,35
2018/2/25,51,106,129,43,64,36,55,93,46,46
2018/2/26,59,112,108,52,57,29,48,139,52,52
2018/2/27,60,146,91,54,52,29,45,127,20,20
2018/2/28,35,130,131,54,148,64,55,129,48,48
2018/3/1,54,163,129,55,133,31,57,79,58,58
2018/3/2,30,159,116,40,60,19,51,69,78,78
2018/3/3,27,156,144,36,83,14,60,101,60,60
2018/3/4,27,187,171,42,70,39,66,129,41,41
2018/3/5,28,158,73,44,61,35,62,82,63,63
2018/3/6,33,121,23,43,91,52,67,72,58,58
2018/3/7,25,68,60,54,62,54,68,74,34,34
2018/3/8,28,106,91,49,32,56,30,85,14,14
2018/3/9,32,115,101,153,59,61,47,114,35,35
2018/3/10,38,120,86,132,83,44,38,106,40,40
2018/3/11,22,149,43,76,98,48,37,129,30,30
2018/3/12,15,152,48,67,44,49,46,131,53,53
2018/3/13,25,114,89,75,36,51,77,79,49,49
2018/3/14,30,117,42,43,105,65,78,56,50,50
2018/3/15,30,149,108,21,92,61,73,84,77,77
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
